Contexte gauche,Chaîne,Transcription,Contexte droit
heade of the sitters,—,-,a conviction that fi
Down came the helmet,s,e,", and the same momen"
eks@ issued from a c,u,n,pboard at the top of
"e first helmet, and ",c,e,overed the Tinker to
sque sounded like th,e,a, bellowing of s bait
ke tha bellowing of ,a,s, baited bull. Down c
ll. Down came the se,c,e,"ond helmet, though r"
he same manner as th,e,c," T@nker, and roared "
" without g@idance, b",u,a,t in the csse of Mr.
"idance, bat in the c",a,s,se of Mr. Thorneyero
 csse of Mr. Thorney,c,e,"roft, a hand, thrust"
"s him, and exclaimed",—“,--,t Will yonu swear to
onu swear to go henc,e,o, if you are spared 7
o if you are spared ,?”,7',"' %No, I will not,''"
 you are spared 7'' ,“,%,"No, I will not,'' re"
"7'' %No, I will not,",”,',' repliod the iron-m
" I will not,'' repli",e,o,d the iron-merchant.
"d scarcely spoken, w",h,l,en the helmet fell w
and exstinguished hi,m,n, like the others. Gi
 mo@e or cry out. A ,c,e,limax was put to his
by the descent of th,e,o," three chairs, with "
pon the table. He wa,s,e,", however, soon rous"
", soon roused by a p",u,n,"ll at his hair, whil"
" his hair, while a s",h,l,rill voice called hi
his name. @Who is it,?”,1',' groaned the dog-fa
g-fancier. @Look up ,!”,l',"' cried the speaker,"
"ide him. @Vy, it can",’,',"t be, sure@ly@,'' he"
" can't be, sure@ly@,",”,',' he cried. `And yet
"re@ly@,'' he cried. ",“,`,And yet I could almo
svear it was Old Par,r.”,",''", @You're near the ma
" was Old Par,'' @You",’,',"re near the mark,'' "
"ou're near the mark,",”,',"' replied the other,"
"er, with a shrill la",u,n,"gh, @It is your vene"
 with a shrill langh,.,",", @It is your venerab
ur venerable friend.,”,',' 170 AUIOL. ot tho 
venerable friend.'' ,“V,17,0 AUIOL. ot tho dene
.'' 170 AUIOL. ot th,e,o, denee aro you doing
170 AUIOL. ot tho de,uc,ne,e aro you doing here
IOL. ot tho denee ar,e,o," you doing here, and"
 or rayther undress ,?”,1',' inquirel Ginger. @
 undress 1'' inquire,d,l, Ginger. @Ven I soe 
rel Ginger. @Ven I s,e,o,"e you this mornin', "
 soe you this mornin,’,',", you wos in the ser"
rwice of Mr. Loftus.,”,',' @I@@e got a new ma
ot a new master sinc,e,s," thoen,'' replied th"
" master sincs thoen,",”,',' replied the dwarf.
 replied the dwarf. ,“,e, I@m sorry to hear i
"@m sorry to hear it,",”,',"' said Ginger, shaki"
", shaking his @ead. ",“,e, You hav'n't eold yo
 his @ead. e You hav,e,',"n't eold yourself, l"
is @ead. e You hav'n,’,',"t eold yourself, lik"
@ead. e You hav'n't ,s,e,"old yourself, like D"
 like Doctor Forster,—e,-c,"h 2 @Fanstas, my dea"
ke Doctor Forster-ch,?”, 2," @Fanstas, my dear G"
tor Forster-ch 2 @Fa,u,n,"stas, my dear Ginger"
 Forster-ch 2 @Fanst,u,a,"s, my dear Ginger-no"
"stas, my dear Ginger",—,-,"not Forster,'' corre"
" Ginger-not Forster,",”,',' corrected Old Parr
 to be plain with yo,u,n,", @Tvo no desire to "
"be plain with yon, @",’,T,vo no desire to rems
" plain with yon, @Tv",e,o, no desire to remsin
Tvo no desire to rem,a,s,in long in my presen
in my present master,’,',s service.'' @I don'
nt master's service.,”,',' @I don't like to a
's service.'' @I don,’,',t like to ask the qu
he question too dire,c,e,"tly, wenerable,'' sa"
"direetly, wenerable,",”,',"' said Ginger, in a "
"d Ginger, in a depre",c,e,atory tone-'' but is
n a depreeatory tone,—“,-',' but is your master
 is your master@hem ,!—,l-,is @e-hem l-the-the-
r master@hem l-is @e,—,-,hem l-the-the---'' @
ter@hem l-is @e-hem ,!—,l-,the-the---'' @The de
em l-is @e-hem l-the,—,-,"the---'' @The de@il,"
-is @e-hem l-the-the,——”,---,"'' @The de@il, you w"
"e@il, you would say,",”,',' supplied Old Parr.
 supplied Old Parr. ,“,`,"Between ourselves, @"
"es, @@m afraid there",’,',s no denying it.'' @
ere's no denying it.,”,',' @Lnl wot n horribl
 no denying it.'' @L,a!,nl, wot n horrible idea
ying it.'' @Lnl wot ,a,n, horrible ideal'' ex
 wot n horrible idea,!”,l',' exelaimed Ginger@ 
 horrible ideal'' ex,c,e,laimed Ginger@ with 
r@ with a shnudder; ,“,', it m@kes the flesh 
e flesh creep on one,’,',s bones. Then we're 
one's bones. Then we,’,',re in your master's 
we're in your master,’,',s power t'' @Yory li
your master's power ,?”,t',"' @Yory like it,'' r"
master's power t'' @,Ve,Yo,"ry like it,'' replie"
"r t'' @Yory like it,",”,',' replied Old Parr. 
' replied Old Parr. ,“,t, Aud there ain't no 
eplied Old Parr. t A,n,u,d there ain't no cha
arr. t Aud there ain,’,',t no chance o' dvliv
re ain't no chance o,’,'," dvliveranco 2"" @Non"
ain't no chance o' d,e,v,"liveranco 2"" @None t"
chance o' dvliveranc,e,o," 2"" @None that occur"
ance o' dvliveranco ,?”,"2""", @None that occurs t
e that occurs to me.,”,',' @Ol Lordl oh Lord@
rs to me.'' @Ol Lord,!,l, oh Lord@' gro@ned G
 to me.'' @Ol Lordl ,O,o,h Lord@' gro@ned Gin
' @Ol Lordl oh Lord@,”,', gro@ned Ginger; @I@
gro@ned Ginger; @I@l,l,1, repent. ITll becomo
ger; @I@l1 repent. I,’,T,ll becomo a reformed
1 repent. ITll becom,e,o, a reformed characte
cter. I@ll never ste,a,n,"l dogs no more,'' t "
r stenl dogs no more,.”,",'","' t In that csse, th"
"enl dogs no more,'' ",“,t," In that csse, there"
" more,'' t In that c",a,s,"se, there may bo som"
"at csse, there may b",e,o, some chance for you
"some chance for you,",”,',' said 0Old Parr. @I
ld Parr. @I think I ,c,o,ould help you to ese
oould help you to es,c,e,"ape. Coms with me, a"
p you to eseape. Com,e,s," with me, and @Tll t"
" Coms with me, and @",’,T,ll try and get you o
try and get you out.,”,',' IE ENCIIAMTED CAIB
 and get you out.'' ,“,I,E ENCIIAMTED CAIBS. 
' IE ENCIIAMTED CAIB,u,S,. 171 Bnt wot is to 
1 Bnt wot is to beco,m,r,e of tho other 2'' d
t is to becore of th,e,o, other 2'' demanded 
becore of tho other ,s?”,2'', demanded Ginger. @O
" them to their fate,",”,',' replied Old Parr. 
' replied Old Parr. ,“,t,"No, that'll ne@er do"
" Old Parr. tNo, that",’,',"ll ne@er do,'' cried"
"o, that'll ne@er do,",”,',' cried Ginger. @@e'
'' cried Ginger. @@e,’,',re all in the same b
"boat, and must row o",u,n,t together the best 
y ve ecan. I tell yo,u,n," wot it is, wenerabl"
"ot it is, wenerable,",”,',"' he sdded, seizing "
"is, wenerable,'' he ",a,s,"dded, seizing him by"
ng him by the throat,—“,-',`your master msy be 
roat-'`your master m,a,s,"y be the devil, bnt "
" msy be the devil, b",u,n,t yon're mortal; and
"be the devil, bnt yo",u’,n',re mortal; and if yo
rtal; and if you don,’,',t help me to deliver
"er my ecompanions, @",’,T,ll squeege your wind
your windpipe for yo,u,n,.'' 4That's not the 
ur windpipe for yon.,”,',' 4That's not the wa
windpipe for yon.'' ,“,4,That's not the way t
ipe for yon.'' 4That,’,',s not the way to ind
induce me to help yo,u,n,",'' said Oll Parr, t"
"duce me to help yon,",”,',"' said Oll Parr, twi"
" help yon,'' said Ol",d,l," Parr, twisting hims"
eel out of the other,’,',s gripe. @Now get on
"et onut, if you can.",”,',"' @Don't be angry,''"
", if you can.'' @Don",’,',"t be angry,'' cried "
".'' @Don't be angry,",”,',"' cried Ginger, seei"
 seeing the mistake ,he,la," had committed, and "
 to conciliate him; ,“,`, I only meant to fri
n you tell me if MIr,.,",", Auriol Darcy is her
uriol Darcy is here ,?”,2'," e Yes, he is, and a"
ol Darcy is here 2' ,“,e," Yes, he is, and a c"
"nd a close prisoner,",”,',' repliel Old Parr. 
"e prisoner,'' replie",d,l, Old Parr. 'And the 
' repliel Old Parr. ,“,',And the girl-Miss Eb
 Parr. 'And the girl,—,-,"Miss Ebber, wot of h"
"s Ebber, wot of her ",?”,1',"' @I cnn't say,'' re"
 wot of her 1'' @I c,a,n,"n't say,'' rejoined "
ot of her 1'' @I cnn,’,',"t say,'' rejoined Ol"
"er 1'' @I cnn't say,",”,',' rejoined Old Parr.
 rejoined Old Parr. ,“,"""",I can only spesk to 
"arr. ""I can only spe",a,s,k to tho living.' eT
can only spesk to th,e,o, living.' eThen she'
spesk to tho living.,”,', eThen she's dead1''
esk to tho living.' ,“,e,Then she's dead1'' e
o living.' eThen she,’,',s dead1'' eriod Ging
g.' eThen she's dead,!”,1',"' eriod Ginger, with"
eThen she's dead1'' ,c,e,"riod Ginger, with a "
en she's dead1'' eri,e,o,"d Ginger, with a loo"
h a look of horror. ,“,e," That's a secret,'' "
ok of horror. e That,’,',"s a secret,'' replie"
". e That's a secret,",”,',"' replied tho dwarf,"
"secret,'' replied th",e,o," dwarf, mysteriously"
"warf, mysteriously; ",“,`,and @Tm bound by a t
mysteriously; `and @,’,T,m bound by a terribl
ible oath not to dis,c,o,lose it.'' eI@@l hav
 not to disolose it.,”,',' eI@@l have it onut
t to disolose it.'' ,“,e,I@@l have it onut of
l have it onut of yo,u,n," notvithstandin','' "
f yon notvithstandin,’,',",'' muttered Ginger."
"yon notvithstandin',",”,',' muttered Ginger. @
ish you would lend m,e,o, a knock on tha head
end mo a knock on th,e,a," head, old feller. I"
"d, old feller. I can",’,',t help `thinkin' I@'
 can't help `thinkin,’,', I@'e got a terribla
't help `thinkin' I@,v,',e got a terribla fit
' I@'e got a terribl,e,a, fit o' the nightmar
got a terribla fit o,’,', the nightmare.'' 17
it o' the nightmare.,”,',' 17 ARIon. Let this
o' the nightmare.'' ,“,1,7 ARIon. Let this wa
 ARIon. Let this wak,e,o,"n you, then,'' said "
"his wakon you, then,",”,',"' said Old Parr, giv"
". @Holloa, wenerable",!,1, not so hard1I'' cri
nerable1 not so hard,!”,1I,'' cried Ginger. @Ha
'' cried Ginger. @Ha,!,1, ha1 ha1'' screamed 
ried Ginger. @Ha1 ha,!,1, ha1'' screamed the 
 Ginger. @Ha1 ha1 ha,!”,1',' screamed the dwarf
screamed the dwarf. ,“,:, Yon know what you'r
amed the dwarf. : Yo,u,n, know what you're ab
 : Yon know what you,’,',re about now.'' @Not
at you're about now.,”,',"' @Not exactly,'' sa"
"now.'' @Not exactly,",”,',' said Ginger. `I vi
"tly,'' said Ginger. ",“,`,I vish I wos fairly 
 vish I wos fairly o,u,n,t o' this cursed pla
h I wos fairly ont o,’,', this cursed place I
' this cursed place ,!”,I',' te You @houldn't h
is cursed place I'' ,“,t,e You @houldn't have
e I'' te You @houldn,’,',t have @entured into
ntured into the lion,’,',"s den,'' said Old Pa"
"into the lion's den,",”,',"' said Old Parr, in "
"id Old Parr, in a ta",u,n,nting tone. `` Bnt c
in a tannting tone. ,“,`,"` Bnt come with me, "
 tannting tone. `` B,u,n,"t come with me, and "
your liberas-] tion.,”,',"' So saying, he drew"
 he drew aside the t,a,s,"pestry, and opened a"
"om his pocket, the l",a,s,tter oeomplied. @@EB
" pocket, the lstter ",c,o,eomplied. @@EBARD P@
lstter oeomplied. @@,apter,EBARD, P@ABTON. @m 173 BrF
 oeomplied. @@EBARD ,3,P,@ABTON. @m 173 BrFo@
eomplied. @@EBARD P@,Gerard,ABTON., @m 173 BrFo@n the c
. @@EBARD P@ABTON. @,aston,m 173," BrFo@n the chair, i"
RD P@ABTON. @m 173 B,ef,rF,"o@n the chair, in wh"
@ABTON. @m 173 BrFo@,e,n," the chair, in which"
in which Mr. Thorney,c,e,"roft w@s fixed, reac"
"igures, in hideous m",a,s,sks and snble cloaks
 hideous mssks and s,a,n,"ble cloaks, standing"
ed lantern. He looke,d,l, round for his compa
ompanions in misfort,u,n,"ne, but, thongh the "
"misfortnne, but, tho",u,n,gh the chairs were t
ttention to the iron,-m,ni,erchant's cries and 
to the ironnierchant,’,',s cries and entreati
 as soon as they tho,u,n,ght him able to mo@e
"g him, dragged him o",u,n,"t of the vault, and "
"passaege, till they ",c,e,ame to a large s@pul
"al-looking chamber, ",ca,es,sed with black marbl
"e as the walls, sat ",C,O,yprian Rongemont. It
"alls, sat Oyprian Ro",u,n,"gemont. It was, in f"
chamber where Ebba h,a,s,d been subject to he
 trial. 174 ARIon. B,e,o,wildered with terror
ew @imself at the fe,e,c,"t of Rongemont, who,"
lf at the fect of Ro,u,n,"gemont, who, eyeing "
"gnant triumph, cried",—,",", @Yo@ hsve come to s
"iumph, cried, @Yo@ h",a,s,ve come to seek your
ur daughter. Behold ,h,l,er 1 And at tho word
daughter. Behold ler,!”, 1," And at tho words, t"
hold ler 1 And at th,e,o," words, the large bl"
"ds, the large black ",c,e,urtains at the farth
"n, and discovered th",e,a, figure of Ebba Thor
gure of Ebba Thorney,c,e,roft. standing at th
ng at the foot of th,e,a, marble staircase. H
se. Her features wer,e,o, as pale as death; h
"ng her, MIr. Thorney",c,e,roft uttered a loud 
"ging to his feet, wo",u,n,ld ha@e rashed towar
"s feet, wonld ha@e r",u,a,"shed towards hor, bu"
a@e rashed towards h,e,o,"r, but he was held b"
", but he was held ba",c,e,k by the two masked 
" seized each arm, an",d,l, detained him by mai
 him by main force. ,“,s,e Ebba1'' ho eried-t
 main force. se Ebba,!”,1',' ho eried-tEbba I' 
 force. se Ebba1'' h,e,o, eried-tEbba I' But 
orce. se Ebba1'' ho ,c,e,ried-tEbba I' But sh
 se Ebba1'' ho eried,—“,-t,Ebba I' But she appe
a1'' ho eried-tEbba ,!”,I', But she appeared wh
", and remained in th",e,o," same attitule, with"
d in tho same attitu,d,l,"e, with her eyes tnr"
"ule, with her eyes t",u,n,rned away from him. 
rned away from him. ,“,e, What ails her1'' cr
him. e What ails her,?”,1',' cried the agonised
e agonised fuather. ,“,t, Ebba1 E@ba1' e CnIl
ised fuather. t Ebba,!,1, E@ba1' e CnIl londe
uather. t Ebba1 E@ba,!”,1'," e CnIl londer,'' sa"
her. t Ebba1 E@ba1' ,“,e," CnIl londer,'' said"
. t Ebba1 E@ba1' e C,al,nI,"l londer,'' said Ron"
ba1 E@ba1' e CnIl lo,u,n,"der,'' said Rongemon"
"@ba1' e CnIl londer,",”,',"' said Rongemont, wi"
"Il londer,'' said Ro",u,n,"gemont, with a jeeri"
eering laugh. @Do yo,u,n, not know me? do you
? do you not hear me,?”,l',"' shrieked Mr, Thorn"
ar mel'' shrieked Mr,.,",", Thorneyeroft. Still
"shrieked Mr, Thorney",c,e,roft. Still the figa
eroft. Still the fig,u,a,re remained immovrab
emained immovrable. ,“,4,I told yon you shoul
movrable. 4I told yo,u,n," you should see her,"
" you should see her,",”,',"' replied Rongemont,"
"ee her,'' replied Ro",u,n,"gemont, in a tauntin"
in a taunting tone; ,“,`,` but she is beyond 
s beyond your reach.,”,',' GERARD PASTO. 175 
eyond your reach.'' ,“,G,ERARD PASTO. 175 Not
" 175 Notl so, not so",!”,l1,' cried Thorneycroft
". @Come to me, Ebba ",!—,:-,come to your father.
"your father. Ob, Hea",v,r,enl she hears me] no
"r father. Ob, Hearen",!,l, she hears me] not1 
nl she hears me] not,!,1, she heeds me not1 H
ot1 she heeds me not,!,1, Her senses are gone
Her senses are gone.,”,',' @She is fast bound
s fast bound by a sp,e,c,"ll,'' snid Rougemont"
"st bound by a spcll,",”,',' snid Rougemont. '`
"ound by a spcll,'' s",a,n,id Rougemont. '`ITak
",'' snid Rougemont. ",“,',`ITaka a last look o
id Rougemont. '`ITak,e,a, a last look of her.
k of her. You will s,e,c,e her no more.'' And
ill sce her no more.,”,',"' And, stretching ou"
"-] scended, and shro",u,n,ded the figure from 
w. Thorneyecroft gro,a,u,ned aloud. @Aro yon 
t grouned aloud. @Ar,e,o, yon not content1'' 
ouned aloud. @Aro yo,u,n, not content1'' erie
@Aro yon not content,?”,1',' eried Rougemont. t
 yon not content1'' ,c,e,ried Rougemont. t W@
'' eried Rougemont. ,“,t, W@ll yon depart in 
Rougemont. t W@ll yo,u,n," depart in peace, an"
", I will liberate yo",u,n, and your companions
and your companions.,”,',' @So far from compl
"my child from you, a",c,e,cnrsed being l'' @ei
" child from you, aec",u,n,rsed being l'' @eied
"you, aecnrsed being ",!”,l',' @eied Thorneycroft
aecnrsed being l'' @,r,e,"ied Thorneycroft, en"
", energetically. @Yo",u,n, ha@e sealed your do
"led your doom, then,",”,',' replied Rongemont.
", then,'' replied Ro",u,n,gemont. @nut @eforo 
replied Rongemont. @,B,n,ut @eforo you are yo
ongemont. @nut @efor,e,o, you are yourself im
Auriol Darcy is circ,u,n,mstanced. Bring him 
ed. Bring him along.,”,',"' And, followed by t"
the entrance of the ,c,e,ell. Touching the he
ll. Touching the hea,v,s,"y iron door, it inst"
 spoken for some min,u,n,"tes, but the cspt@@e"
"e minntes, but the c",a,s,pt@@es] regarded eac
ch other piteously. ,“,e,"e Oh, Mr. Thorneyero"
". ee Oh, Mr. Thorney",c,e,"roft,'' cried Anurio"
"h, Mr. Thorneyeroft,",”,',"' cried Anuriol, @t "
@I beseech you forgi,v,r,e me. I have destroy
ave destroyed your d,a,s,ughter.'' 176 AUnIOL
royed your dsughter.,”,',' 176 AUnIOL. 1 Yon 
ed your dsughter.'' ,“,1,76 AUnIOL. 1 Yon 1' 
.'' 176 AUnIOL. 1 Yo,u,n, 1' exelsimed the ir
' 176 AUnIOL. 1 Yon ,!”,1', exelsimed the iron-
 AUnIOL. 1 Yon 1' ex,c,e,lsimed the iron-merc
UnIOL. 1 Yon 1' exel,a,s,imed the iron-mercha
"shm@nt. @It is true,",”,',' said Rougemont. @I
nt. @I would have sa,v,r,ed her if it had bee
t had been possible@,”,', cried Auriol. @I wa
 her. I told her I w,a,s,s linked to an inexo
"le destiny, which wo",u,n,ld in@olve her in it
ve her in its meshes,—,-,but in v@in.'' e Oh 
 meshes-but in v@in.,”,',' e Oh 1'' ejaeulate
shes-but in v@in.'' ,“,e, Oh 1'' ejaeulated T
but in v@in.'' e Oh ,!”,1',' ejaeulated Thorney
v@in.'' e Oh 1'' eja,c,e,ulated Thorneyeroft.
' ejaeulated Thorney,c,e,roft. @You see you o
" to blame him, not m",e,o,",'' said Rougemont, "
"o blame him, not mo,",”,',"' said Rougemont, wi"
", with a derisi@e la",u,n,gh. @I would havo gi
 langh. @I would hav,e,o," givren my life, my "
"e her, had it been p",o,e,ssible1'' @ried Auri
had it been pessible,!”,1',' @ried Auriol. @Hor
ed Auriol. @Horrors ,c,e,rowd so thick upon m
"that my brain reels,",”,',' eriod Thorneyoroft
"t my brain reels,'' ",c,e,riod Thorneyoroft. @
"y brain reels,'' eri",e,o,d Thorneyoroft. @Mer
"els,'' eriod Thorney",c,o,roft. @Merciless wre
. @Merciless wretch ,!”,I',"' he added, to Rouge"
"dded, to Rougemont, ",“,`, flend-whatever you 
"d, to Rougemont, ` f",i,l,end-whatever you are
"o Rougemont, ` flend",—,-,"whatever you are, co"
othing left to tie m,e,o," to life,'' @I would"
ft to tie mo to life,.”,",'",' @I would ha@e the 
"the miseruable li@e,",”,',"' said Rougemont, wi"
he happy I seek to d,e,c,stroy. But you have 
will see him no more,.”,'', @@old :'' oxclaimed
him no more'' @@old ,!”,:',' oxclaimed Auriol. 
no more'' @@old :'' ,e,o,xclaimed Auriol. ` A
' oxclaimed Auriol. ,“,`, A word before we pa
word before we part.,”,',"' ``Ay, holdI'' echo"
d before we part.'' ,“,`,"`Ay, holdI'' echoed "
"e part.'' ``Ay, hold",!”,I',' echoed a loud and 
