OCR Text,Ground Truth
"The gourd-shaped cucurbites were transformed into great bloated toads bursting with venom; the longnecked bolt-heads became monstrous serpents; the wormlike pipes turned into adders; the alembies looked like plumed helmets; the characters on the Isaical table, and those on the parchments, seemed traced in fire, and to be ever changing ; the sea-monster bellowed and roared, and, flapping his fins, tried to burst from his hook; the skeletons wagged their jaws, and raised their fleshless fingers in mockery, while blue lights burnt in their eyeless sockets ; the bellows became a prodigious bat fanning the fire with its wings ; and the old alchemist assumed the appearance of the arch-fiend presiding over a witches’ sabbath.","The gourd-shaped cucurbites were transformed into great bloated toads bursting with venom; the long-necked bolt-heads became monstrous serpents; the worm-like pipes turned into adders; the alembics looked like plumed helmets; the characters on the Isaical table, and those on the parchments, seemed traced in fire, and to be ever changing; the sea-monster bellowed and roared, and, flapping his fins, tried to burst from his hook; the skeletons wagged their jaws, and raised their fleshless fingers in mockery, while blue lights burnt in their eyeless sockets; the bellows became a prodigious bat fanning the fire with its wings; and the old alchemist assumed the appearance of the archfiend presiding over a witches’ sabbath."
"“JT know not what stays my hand,” said the old man, raising the phial; “but now that immortality is in my reach, I dare not grasp it.” “ Give me the potion, then,” cried Auriol.","“I know not what stays my hand,” said the old man, raising the phial; “but now that immortality is in my reach, I dare not grasp it.” “Give me the potion, then,” cried Auriol."
I have only just managed to shake off the stone.” At this speech there was a titter of incredulity among the bystanders.,I have only just managed to shake off the stone.” At this speech there was a titter of incredulity among the bystanders.
"Forcibly averting her gaze, Ebba covered her eyes with her hands, but looking up again after a brief space, beheld an ebon door at the side revolve upon its hinges, and give entrance to three female figures, robed in black, hooded and yeiled, and having their hands folded, in a melancholy manner, across their breasts.","Forcibly averting her gaze, Ebba covered her eyes with her hands, but looking up again after a brief space, beheld an ebon door at the side revolve upon its hinges, and give entrance to three female figures, robed in black, hooded and veiled, and having their hands folded, in a melancholy manner, across their breasts."
When Auriol and Mr.,When Auriol and Mr.
"Transported by this proof of her affection, Auriol half devoured the note with kisses, and instantly sent off his own letter to her father—merely adding a few words to say that he would call for an answer on the morrow.","Transported by this proof of her affection, Auriol half devoured the note with kisses, and instantly sent off his own letter to her father—merely adding a few words to say that he would call for an answer on the morrow."
"“ Scarcely, I fear,” replied Mr.","“Scarcely, I fear,” replied Mr."
"He was now clothed in a jerkin of grey serge, fashioned like the garments worn by the common people in Elizabeth's reign, and wore a trencher-cap on his head.","He was now clothed in a jerkin of grey serge, fashioned like the garments worn by the common people in Elizabeth’s reign, and wore a trencher-cap on his head."
"“ T did,” replied the little man, quietly.","“I did,” replied the little man quietly."
"“ You a gambler, and ask that question !” returned the unseen stranger, with a bitter laugh.","“You a gambler, and ask that question!” returned the unseen stranger, with a bitter laugh."
And now let us change the subject.” Mr.,And now let us change the subject.” Mr.
"As he disappeared, a moaning wind arose, and heavy rain descended.","As he disappeared, a moaning wind arose, and heavy rain descended."
"‘“ Who, and what are you?” “Some men would call me the devil!” replied Rougemont, carelessly.",“Who and what are you?” “Some men would call me the devil!” replied Rougemont carelessly.
"“ Haye you ever, in the coorse o’ your long life, met the young man as drank the ’lixir?” he inquired of the dwarf.","“Have you ever, in the coorse o’ your long life, met the young man as drank the ‘lixir?” he inquired of the dwarf."
K.,K.
"“We are entrapped—we shall be caught,” he cried, “ and then woe to both of us.","“We are entrapped—we shall be caught,” he cried, “and then woe to both of us."
"Stout upright posts, supporting cross-beams on the top, were placed at intervals on either side of the ‘yard, and these were decorated, in the most artistic style, with rattraps, man-traps, iron lanterns, pulleys, padlocks, chains, trivets, triangles, iron rods, disused street lamps, dismounted cannon and anchors.","Stout upright posts, supporting cross-beams on the top, were placed at intervals on either side of the yard, and these were decorated, in the most artistic style, with rat-traps, man-traps, iron lanterns, pulleys, padlocks, chains, trivets, triangles, iron rods, disused street lamps, dismounted cannon, and anchors."
"I am indeed lost 1” ; IRRESOLUTIONe 139 III. IRRESOLUTION. Ox returning to the cabinet, where his fatal compact with Rougemont had been signed, Auriol perceived the pocket-book lying on the floor near the table, and, taking it up, he was about to deposit it in the writing-desk, when an irresistible impulse prompted him once more to examine its contents.","I am indeed lost!” Chapter 3 Irresolution On returning to the cabinet, where his fatal compact with Rougemont had been signed, Auriol perceived the pocket-book lying on the floor near the table, and, taking it up, he was about to deposit it in the writing-desk, when an irresistible impulse prompted him once more to examine its contents."
