Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
437,Tl become a reformed character.,I’ll become a reformed character.,Tl become a reformed character.,I’ll become a reformed character.,0.09090909090909091,0.0,100.0
438,"“You may depend upon them as upon me, sir,” said Reeks.","“You may depend upon them as upon me, sir,” said Reeks.","“You may depend upon them as upon me, sir,” said Reeks.","“You may depend upon them as upon me, sir,” said Reeks.",0.0,0.0,
439,"“ But before you are yourself immured, you shall see how Auriol Darcy is circumstanced.","“But before you are yourself immured, you shall see how Auriol Darcy is circumstanced.","“ But before you are yourself immured, you shall see how Auriol Darcy is circumstances.","“But before you are yourself immured, you shall see how Auriol Darcy is circumstanced.",0.023255813953488372,0.0,100.0
440,"“Ve knows the place vere she’s a-shut up,—that’s all.” “ Take me to it,” cried Mr.","“Ve knows the place vere she’s a-shut up,—that’s all.” “Take me to it,” cried Mr.","“Ve knows the place vere she’s a-shut up,—that’s all.” “ Take me to it,” cried Mr.","“Ve knows the place vere she’s a-shut up—that’s all.” “Take me to it,” cried Mr.",0.012345679012345678,0.012345679012345678,0.0
441,All traces of the wound were gone; nor did he experience the slightest pain in any other part of his body.,All traces of the wound were gone; nor did he experience the slightest pain in any other part of his body.,All traces of the wound were gone; nor did he experience the slightest pain in any other part of his body.,All traces of the wound were gone; nor did he experience the slightest pain in any other part of his body.,0.0,0.0,
442,S’pose we wos to make a entry of everythin’ we does.,S’pose we wos to make a entry of everythin’ we does.,S’pose we wos to make a entry of everythin’ we does.,S’pose we wos to make a entry of everythin’ we does.,0.0,0.0,
443,"It would be useless to explain to you now how you have suffered from fever, and what visions your delirium has produced.","It would be useless to explain to you now how you have suffered from fever, and what visions your delirium has produced.","It would be useless to explain to you now how you have suffered from fever, and what visions your delirium has produced.","It would be useless to explain to you now how you have suffered from fever, and what visions your delirium has produced.",0.0,0.0,
444,"“ Look up, and you'll see him,” replied the other.","“Look up, and you’ll see him,” replied the other.","“ Look up, and you'll see him,” replied the other.","“Look up, and you’ll see him,” replied the other.",0.04081632653061224,0.0,100.0
445,"Having ascertained his new address from his card, she wrote to assure him of her constant attachment.","Having ascertained his new address from his card, she wrote to assure him of her constant attachment.","Having ascertained his new address from his card, she wrote to assure him of her constant attachment.","Having ascertained his new address from his card, she wrote to assure him of her constant attachment.",0.0,0.0,
446,"His dark brown hair hung about his face in elf-locks, his beard was untrimmed, and a fixed and stony glare like that of insanity sat in his eye.","His dark-brown hair hung about his face in elf-locks, his beard was untrimmed, and a fixed and stony glare like that of insanity sat in his eye.","His dark brown hair hung about his face in elf-locks, his beard was untrimmed, and a fixed and stony glare like that of insanity sat in his eye.","His dark brown hair hung about his face in elf-locks, his beard was untrimmed, and a fixed and stony glare like that of insanity sat in his eye.",0.006944444444444444,0.006944444444444444,0.0
447,It was impossible to move a step without insult or annoyance.,It was impossible to move a step without insult or annoyance.,It was impossible to move a step without insult or annoyance.,It was impossible to move a step without insult or annoyance.,0.0,0.0,
448,“Did you hear that sound?” cried Auriol.,“Did you hear that sound?” cried Auriol.,“Did you hear that sound?” cried Auriol.,“Did you hear that sound?” cried Auriol.,0.0,0.0,
449,"“ They’re on the look-out, I see.” “ Give the lady the dog, and take the money, man,” said Auriol, sharply.","“They’re on the look-out, I see.” “Give the lady the dog, and take the money, man,” said Auriol sharply.","“ They’re on the look-out, I see.” “ Give the lady the dog, and take the money, man,” said Auriol, sharply.","“They’re on the look-out, I see.” “Give the lady the dog, and take the money, man,” said Auriol sharply.",0.028846153846153848,0.0,100.0
450,"‘“ We're watched on all sides.” “ Ay, and from above, too,” cried the Sandman.","“We’re watched on all sides.” “Ay, and from above, too,” cried the Sandman.","‘“ We're watched on all sides.” “ Ay, and from above, too,” cried the Sandman.","“We’re watched on all sides.” “Ay, and from above, too,” cried the Sandman.",0.05333333333333334,0.0,100.0
451,"“At length I have my wish,” he cried.","“At length I have my wish,” he cried.","“At length I have my wish,” he cried.","“At length I have my wish,” he cried.",0.0,0.0,
452,"This person, it need scarcely be said, was a dog-fancier, or, in other words, a dealer in, and a stealer of, dogs, as well as a practiser of all the tricks connected with that nefarious trade.","This person, it need scarcely be said, was a dog-fancier, or, in other words, a dealer in, and a stealer of, dogs, as well as a practiser of all the tricks connected with that nefarious trade.","This person, it need scarcely be said, was a dog-fancier, or, in other words, a dealer in, and a stealer of, dogs, as well as a practised of all the tricks connected with that nefarious trade.","This person, it need scarcely be said, was a dog-fancier, or, in other words, a dealer in, and a stealer of, dogs, as well as a practised of all the tricks connected with that nefarious trade.",0.005208333333333333,0.005208333333333333,0.0
453,"On glancing towards the mystic volume, what was my surprise to see the page free from blood !” Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.","On glancing towards the mystic volume, what was my surprise to see the page free from blood!” Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.","On glancing towards the mystic volume, what was my surprise to see the page free from blood !” Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.","On glancing towards the mystic volume, what was my surprise to see the page free from blood!” Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.",0.005681818181818182,0.0,100.0
