OCR Text,Ground Truth
"I will care for you presently; and I understand leechcraft so well, that I will answer for or speedy anl perfect reeoery.'' Drink, then, to it'' eried Anriol.","I will care for you presently; and I understand leechcraft so well, that I will answer for your speedy and perfect recovery.” “Drink, then, to it!” cried Auriol."
"At that moment a demon whispered in my ear, -- This secret must be thine own.","At that moment a demon whispered in my ear, ‘This secret must be thine own."
"In the midst was a table, on which writing materials were placed.","In the midst was a table, on which writing materials were placed."
"Proceeding to a short distance, this personage crossed over, and returned slowly towards tho iron-merchant's delling.","Proceeding to a short distance, this personage crossed over, and returned slowly towards the iron-merchant’s dwelling."
"So1'' And he tnrnel it, and --: pushing against the door with some force, the rusty hinges gae way, and it fell inwards.","So!” And he turned it, and pushing against the door with some force, the rusty hinges gave way, and it fell inwards."
"But what of ite efare the little man couli answer, a slight interruption occeurred.","“But what of it?” Before the little man could answer, a slight interruption occurred."
"And all owing to my fatal compact with-e Give me that paper,'' eried Auriol, rising, and attempting to snatch it from the dog-fancier.","And all owing to my fatal compact with——’” “Give me that paper,” cried Auriol, rising, and attempting to snatch it from the dog-fancier."
I offer you wealth.,I offer you wealth.
You've com'd about that ere Scotch terrier.,You’ve com’d about that ere Scotch terrier.
"He found himself, as has been stated, ttired in the garb of a gentleman of Elizabeth's time.","He found himself, as has been stated, attired in the garb of a gentleman of Elizabeth’s time."
Th attempt may not be so criminal as it appears.,“The attempt may not be so criminal as it appears.
"You ought to have communicated with me.'' It was my intention to do so,'' said Anriol.","You ought to have communicated with me.” “It was my intention to do so,” said Auriol."
"I know that thou wert a brother of the Rosy Cross-one of the illuminati-nnd didst penetrate the mysteries of nature, and enter the region of light.","I know that thou wert a brother of the Rosy Cross—one of the illuminati—and didst penetrate the mysteries of nature, and enter the region of light."
"Thongh the sky was cloudy, there was light enough to enable him to distinguish that they were near an old dilapidated mansion.","Though the sky was cloudy, there was light enough to enable him to distinguish that they were near an old dilapidated mansion."
"Tm completely donoe. Better yield at onco.'' What, without a strgglet'' eriod tho dwarf, tanntingly.","“I’m completely done. Better yield at once.” “What, without a struggle?” cried the dwarf tauntingly."
"To tho iron-merchant's surprise, he perceived that thoe face of tfiis individunl was covered with a piece of black crape.","To the iron-merchant’s surprise, he perceived that the face of this individual was covered with a piece of black crape."
"Now get onut, if you can.'' Don't be angry,'' cried Ginger, seeing the mistake la had committed, and trying to conciliate him; ` I only meant to frighten you a bit.","“Now get out, if you can.” “Don’t be angry,” cried Ginger, seeing the mistake he had committed, and trying to conciliate him; “I only meant to frighten you a bit."
"What rorelations I shall then hae to make, if I shonld dare to disclose them l'' As he ruminated thns, the skeleton hanging near him] was swayed by the wind, and its bony fingers cme in contact with his cheek.","What revelations I shall then have to make, if I should dare to disclose them!” As he ruminated thus, the skeleton hanging near him was swayed by the wind, and its bony fingers came in contact with his cheek."
"Bowildered with terror, the poor irn-merchant threw imself at the fect of Rongemont, who, eyeing him with a look of malignant triumph, cried, Yo hsve come to seek your daughter.","Bewildered with terror, the poor iron-merchant threw himself at the feet of Rougemont, who, eyeing him with a look of malignant triumph, cried— “You have come to seek your daughter."
"Remain here, while Flapdragon and I aseertain his wihee.'' So saying, he quitted the chamber by a farther outlet with the dwarf.","Remain here, while Flapdragon and I ascertain his wishes.” So saying, he quitted the chamber by a farther outlet with the dwarf."
Fate has been against me.,Fate has been against me.
You alarm me.,“You alarm me.
Hare you fonnd my daughter1,“Have you found my daughter?
"Eba1' e CnIl londer,'' said Rongemont, with a jeering laugh.","Ebba!” “Call louder,” said Rougemont, with a jeering laugh."
"Yo'll be good evidence, in case ve vishes to provoe the faet agin him.'' 4 Provo what2-and against whom 7'' cried tho dwarf","Yo’ll be good evidence, in case ve vishes to prove the fact agin him.” “Prove what?—and against whom?” cried the dwarf."
"hnl'' And seizing the leer, he broke open the chest beside him.","ha!” And seizing the lever, he broke open the chest beside him."
"Yon are aware that this is the work of Grinling Gibbons, sir1'' oried the dwarf,","“You are aware that this is the work of Grinling Gibbons, sir?” cried the dwarf."
I wotes e goes and sees arter him.,I wotes ve goes and sees arter him.
And a loely spot it wasl,And a lovely spot it was.
"I fed her upon the flosh of capons, nourished with vipers; cansed her to steep her loely limbs in baths distilled from roscs and violets; and hnd recourse to the most potent cosmcties.","I fed her upon the flesh of capons, nourished with vipers; caused her to steep her lovely limbs in baths distilled from roses and violets; and had recourse to the most potent cosmetics."
"The steps were] instantly put up by the man-servrant, who monnted the box] with the utmost celerity, while the postilions, plunging spurs into their horses, dashed off with lightning speed.","The steps were instantly put up by the man-servant, who mounted the box with the utmost celerity, while the postillions, plunging spurs into their horses, dashed off with lightning speed."
"Beg pasrdin, sir,'' said tho fellow, touching his hat, bat ain't your name Mr.","“Beg pardin, sir,” said the fellow, touching his hat, “but ain’t your name Mr."
"I can't help `thinkin' I'e got a terribla fit o' the nightmare.'' 17 ARIon. Let this wakon you, then,'' said Old Parr, giving him a sound bufet on the ear.","I can’t help thinkin’ I’ve got a terrible fit o’ the nightmare.” “Let this waken you, then,” said Old Parr, giving him a sound buffet on the ear."
"Trigge chiclly delights; with them, indeed, he is great, for it is by them he has been dubbed the Barber of London.","Trigge chiefly delights; with them, indeed, he is great, for it is by them he has been dubbed the Barber of London."
